ID Estación;Estación;Fecha;Precipitación - Valor Crudo;Precipitación - Valor automático;Precipitación - Valor manual;Precipitación - Estado;Precipitación - Observaciones;En mantenimiento;Fecha de generación del archivo CSV
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:00:13;0;0;;Validado Manual;;;2025-03-04 11:23:35
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:05:13;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:10:13;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:15:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:20:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:25:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:30:17;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:35:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:40:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:45:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:50:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 00:55:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:00:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:05:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:10:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:15:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:20:14;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:25:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:30:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:35:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:40:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:45:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:50:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 01:55:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:00:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:05:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:10:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:15:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:20:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:25:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:30:15;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:35:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:40:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:45:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:50:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 02:55:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:00:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:05:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:10:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:15:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:20:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:25:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:30:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:35:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:40:16;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:45:17;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:50:17;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 03:55:17;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 04:00:17;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 04:05:17;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 04:10:17;0;0;;Validado Manual;;;
MVD:WeatherObserved:00006;Estación Meteorológica - Centro;2025-01-31 04:15:17;0;0;;Validado Manual;;;
